?cls	?xref
<http://purl.obolibrary.org/obo/UBERON_0007688>	"AEO:0000170"
<http://purl.obolibrary.org/obo/UBERON_0007688>	<http://en.wikipedia.org/wiki/Anlage_(biology)>
<http://purl.obolibrary.org/obo/UBERON_0007688>	"FBbt:00005426"
<http://purl.obolibrary.org/obo/UBERON_0007688>	"EFO:0001649"
<http://purl.obolibrary.org/obo/UBERON_0000043>	"VSAO:0000073"
<http://purl.obolibrary.org/obo/UBERON_0000043>	"UMLS:C0039508"
<http://purl.obolibrary.org/obo/UBERON_0000043>	"ZFA:0005647"
<http://purl.obolibrary.org/obo/UBERON_0000043>	<http://www.snomedbrowser.com/Codes/Details/256667004>
<http://purl.obolibrary.org/obo/UBERON_0000043>	"EV:0100149"
<http://purl.obolibrary.org/obo/UBERON_0000043>	"galen:Tendon"
<http://purl.obolibrary.org/obo/UBERON_0000043>	"EMAPA:35854"
<http://purl.obolibrary.org/obo/UBERON_0000043>	"MA:0000115"
<http://purl.obolibrary.org/obo/UBERON_0000043>	"CALOHA:TS-1021"
<http://purl.obolibrary.org/obo/UBERON_0000043>	<http://en.wikipedia.org/wiki/Tendon>
<http://purl.obolibrary.org/obo/UBERON_0000043>	"MESH:D013710"
<http://purl.obolibrary.org/obo/UBERON_0000043>	"XAO:0000173"
<http://purl.obolibrary.org/obo/UBERON_0000043>	"GAID:276"
<http://purl.obolibrary.org/obo/UBERON_0000043>	"AEO:0000091"
<http://purl.obolibrary.org/obo/UBERON_0000043>	"EHDAA2:0003091"
<http://purl.obolibrary.org/obo/UBERON_0000043>	"VHOG:0001286"
<http://purl.obolibrary.org/obo/UBERON_0000043>	<http://linkedlifedata.com/resource/umls/id/C0039508>
<http://purl.obolibrary.org/obo/UBERON_0000043>	"BTO:0001356"
<http://purl.obolibrary.org/obo/UBERON_0000043>	"NCIT:C13045"
<http://purl.obolibrary.org/obo/UBERON_0000043>	"FMA:9721"
<http://purl.obolibrary.org/obo/CL_0002503>	"FMA:84639"
<http://purl.obolibrary.org/obo/CL_0002503>	"BTO:0002441"
<http://purl.obolibrary.org/obo/GO_0005576>	"Wikipedia:Extracellular"
<http://purl.obolibrary.org/obo/UBERON_0000161>	<http://www.snomedbrowser.com/Codes/Details/91837002>
<http://purl.obolibrary.org/obo/UBERON_0000161>	"FMA:3724"
<http://purl.obolibrary.org/obo/UBERON_0035039>	<http://www.snomedbrowser.com/Codes/Details/277967008>
<http://purl.obolibrary.org/obo/UBERON_0005040>	"FMA:263232"
<http://purl.obolibrary.org/obo/UBERON_0005691>	"FMA:295702"
<http://purl.obolibrary.org/obo/UBERON_0005691>	"EMAPA:16770"
<http://purl.obolibrary.org/obo/UBERON_0005691>	"EHDAA:1677"
<http://purl.obolibrary.org/obo/UBERON_0005691>	"EHDAA2:0000096"
<http://purl.obolibrary.org/obo/UBERON_0005691>	"VHOG:0001052"
<http://purl.obolibrary.org/obo/CL_0002078>	"FMA:69076"
<http://purl.obolibrary.org/obo/UBERON_0003067>	"VHOG:0000103"
<http://purl.obolibrary.org/obo/UBERON_0003067>	"ZFA:0001310"
<http://purl.obolibrary.org/obo/UBERON_0003067>	"XAO:0000187"
<http://purl.obolibrary.org/obo/UBERON_0003067>	"TAO:0001310"
<http://purl.obolibrary.org/obo/UBERON_0002324>	"EMAPA:35161"
<http://purl.obolibrary.org/obo/UBERON_0002324>	"MA:0000496"
<http://purl.obolibrary.org/obo/UBERON_0002324>	"FMA:85216"
<http://purl.obolibrary.org/obo/UBERON_0004684>	"FMA:84017"
<http://purl.obolibrary.org/obo/UBERON_0004684>	"ZFA:0001429"
<http://purl.obolibrary.org/obo/UBERON_0004684>	"BAMS:RA"
<http://purl.obolibrary.org/obo/UBERON_0004684>	"NLXANAT:20090205"
<http://purl.obolibrary.org/obo/UBERON_0004684>	"UMLS:C0034671"
<http://purl.obolibrary.org/obo/UBERON_0004684>	"NCIT:C97335"
<http://purl.obolibrary.org/obo/UBERON_0004684>	<http://en.wikipedia.org/wiki/Raphe_nuclei>
<http://purl.obolibrary.org/obo/UBERON_0004684>	"neuronames:2495"
<http://purl.obolibrary.org/obo/UBERON_0004684>	"TAO:0001429"
<http://purl.obolibrary.org/obo/UBERON_0004684>	"MESH:D011903"
<http://purl.obolibrary.org/obo/UBERON_0004684>	"MA:0003147"
<http://purl.obolibrary.org/obo/UBERON_0004684>	<http://linkedlifedata.com/resource/umls/id/C0034671>
<http://purl.obolibrary.org/obo/UBERON_0004684>	"EMAPA:35721"
<http://purl.obolibrary.org/obo/UBERON_0001586>	"FMA:4724"
<http://purl.obolibrary.org/obo/UBERON_0001586>	<http://linkedlifedata.com/resource/umls/id/C0226550>
<http://purl.obolibrary.org/obo/UBERON_0001586>	"RETIRED_EHDAA2:0000878"
<http://purl.obolibrary.org/obo/UBERON_0001586>	"XAO:0000382"
<http://purl.obolibrary.org/obo/UBERON_0001586>	"EMAPA:17620"
<http://purl.obolibrary.org/obo/UBERON_0001586>	"EHDAA2:0000877"
<http://purl.obolibrary.org/obo/UBERON_0001586>	<http://www.snomedbrowser.com/Codes/Details/181372005>
<http://purl.obolibrary.org/obo/UBERON_0001586>	<http://en.wikipedia.org/wiki/Internal_jugular_vein>
<http://purl.obolibrary.org/obo/UBERON_0001586>	"NCIT:C32849"
<http://purl.obolibrary.org/obo/UBERON_0001586>	"MA:0002157"
<http://purl.obolibrary.org/obo/UBERON_0001586>	"galen:InternalJugularVein"
<http://purl.obolibrary.org/obo/UBERON_0001586>	"UMLS:C0226550"
<http://purl.obolibrary.org/obo/UBERON_0001586>	"AAO:0010236"
<http://purl.obolibrary.org/obo/UBERON_0001586>	"EHDAA:5407"
<http://purl.obolibrary.org/obo/UBERON_0003372>	"EHDAA2:0002134"
<http://purl.obolibrary.org/obo/UBERON_0003372>	"EMAPA:16407"
<http://purl.obolibrary.org/obo/UBERON_0003372>	"VHOG:0001047"
<http://purl.obolibrary.org/obo/UBERON_0000114>	"EMAPA:35521"
<http://purl.obolibrary.org/obo/UBERON_0000114>	"FMA:27533"
<http://purl.obolibrary.org/obo/UBERON_0000114>	<http://www.snomedbrowser.com/Codes/Details/201609008>
<http://purl.obolibrary.org/obo/UBERON_0000114>	"MA:0001782"
<http://purl.obolibrary.org/obo/CL_0002368>	"BTO:0004533"
<http://purl.obolibrary.org/obo/GO_0022857>	"Reactome:R-HSA-5671707"
<http://purl.obolibrary.org/obo/GO_0022857>	"Reactome:R-HSA-5638209"
<http://purl.obolibrary.org/obo/GO_0022857>	"Reactome:R-HSA-6784436"
<http://purl.obolibrary.org/obo/GO_0022857>	"Reactome:R-HSA-429036"
<http://purl.obolibrary.org/obo/GO_0022857>	"Reactome:R-HSA-1236947"
<http://purl.obolibrary.org/obo/GO_0022857>	"Reactome:R-HSA-6784434"
<http://purl.obolibrary.org/obo/UBERON_0001052>	"MESH:D012007"
<http://purl.obolibrary.org/obo/UBERON_0001052>	<http://en.wikipedia.org/wiki/Rectum>
<http://purl.obolibrary.org/obo/UBERON_0001052>	"EV:0100081"
<http://purl.obolibrary.org/obo/UBERON_0001052>	"EHDAA2:0001592"
<http://purl.obolibrary.org/obo/UBERON_0001052>	"CALOHA:TS-1180"
<http://purl.obolibrary.org/obo/UBERON_0001052>	<http://www.snomedbrowser.com/Codes/Details/181261002>
<http://purl.obolibrary.org/obo/UBERON_0001052>	"MAT:0000050"
<http://purl.obolibrary.org/obo/UBERON_0001052>	"EHDAA:5836"
<http://purl.obolibrary.org/obo/UBERON_0001052>	"EMAPA:17896"
<http://purl.obolibrary.org/obo/UBERON_0001052>	"EFO:0000848"
<http://purl.obolibrary.org/obo/UBERON_0001052>	<http://linkedlifedata.com/resource/umls/id/C0034896>
<http://purl.obolibrary.org/obo/UBERON_0001052>	"galen:Rectum"
<http://purl.obolibrary.org/obo/UBERON_0001052>	"VHOG:0001751"
<http://purl.obolibrary.org/obo/UBERON_0001052>	"BTO:0001158"
<http://purl.obolibrary.org/obo/UBERON_0001052>	"AAO:0010401"
<http://purl.obolibrary.org/obo/UBERON_0001052>	"MA:0000336"
<http://purl.obolibrary.org/obo/UBERON_0001052>	"GAID:311"
<http://purl.obolibrary.org/obo/UBERON_0001052>	"UMLS:C0034896"
<http://purl.obolibrary.org/obo/UBERON_0001052>	"FMA:14544"
<http://purl.obolibrary.org/obo/UBERON_0001052>	"XAO:0000238"
<http://purl.obolibrary.org/obo/UBERON_0001052>	"MIAA:0000050"
<http://purl.obolibrary.org/obo/UBERON_0001052>	"NCIT:C12390"
<http://purl.obolibrary.org/obo/UBERON_0000320>	"MA:0003207"
<http://purl.obolibrary.org/obo/UBERON_0000320>	<http://www.snomedbrowser.com/Codes/Details/362146003>
<http://purl.obolibrary.org/obo/UBERON_0000320>	"EMAPA:27235"
<http://purl.obolibrary.org/obo/UBERON_0000320>	"BTO:0000367"
<http://purl.obolibrary.org/obo/UBERON_0000320>	"FMA:14942"
<http://purl.obolibrary.org/obo/UBERON_0000320>	"CALOHA:TS-0213"
<http://purl.obolibrary.org/obo/UBERON_0012360>	<http://www.snomedbrowser.com/Codes/Details/369003004>
<http://purl.obolibrary.org/obo/UBERON_0012360>	"EMAPA:35453"
<http://purl.obolibrary.org/obo/UBERON_0012360>	"MA:0003130"
<http://purl.obolibrary.org/obo/UBERON_0002365>	"CALOHA:TS-2012"
<http://purl.obolibrary.org/obo/UBERON_0002365>	<http://linkedlifedata.com/resource/umls/id/C0015282>
<http://purl.obolibrary.org/obo/UBERON_0002365>	"MA:0002564"
<http://purl.obolibrary.org/obo/UBERON_0002365>	"EMAPA:35327"
<http://purl.obolibrary.org/obo/UBERON_0002365>	"NCIT:C12712"
<http://purl.obolibrary.org/obo/UBERON_0002365>	"MESH:D005088"
<http://purl.obolibrary.org/obo/UBERON_0002365>	"FMA:9596"
<http://purl.obolibrary.org/obo/UBERON_0002365>	<http://www.snomedbrowser.com/Codes/Details/115976003>
<http://purl.obolibrary.org/obo/UBERON_0002365>	"UMLS:C0015282"
<http://purl.obolibrary.org/obo/UBERON_0002365>	"EHDAA2:0003097"
<http://purl.obolibrary.org/obo/UBERON_0002365>	"BTO:0000765"
<http://purl.obolibrary.org/obo/UBERON_0002365>	<http://en.wikipedia.org/wiki/Exocrine_gland>
<http://purl.obolibrary.org/obo/UBERON_0002365>	"GAID:34"
<http://purl.obolibrary.org/obo/UBERON_0002365>	"AEO:0000097"
<http://purl.obolibrary.org/obo/UBERON_0006841>	"NCIT:C32281"
<http://purl.obolibrary.org/obo/UBERON_0006841>	"FMA:17544"
<http://purl.obolibrary.org/obo/UBERON_0006841>	"ZFA:0005168"
<http://purl.obolibrary.org/obo/UBERON_0006841>	<http://www.snomedbrowser.com/Codes/Details/272023004>
<http://purl.obolibrary.org/obo/UBERON_0006841>	"TAO:0005168"
<http://purl.obolibrary.org/obo/UBERON_0006841>	<http://en.wikipedia.org/wiki/Central_veins_of_liver>
<http://purl.obolibrary.org/obo/CL_1000409>	"FMA:67102"
<http://purl.obolibrary.org/obo/CL_0000842>	"CALOHA:TS-0768"
<http://purl.obolibrary.org/obo/CL_0000842>	"BTO:0000878"
<http://purl.obolibrary.org/obo/CL_0000842>	"FMA:86713"
<http://purl.obolibrary.org/obo/UBERON_0002148>	"BTO:0001408"
<http://purl.obolibrary.org/obo/UBERON_0002148>	"FMA:72478"
<http://purl.obolibrary.org/obo/UBERON_0002148>	"BAMS:LC"
<http://purl.obolibrary.org/obo/UBERON_0002148>	"BIRNLEX:905"
<http://purl.obolibrary.org/obo/UBERON_0002148>	"ZFA:0000539"
<http://purl.obolibrary.org/obo/UBERON_0002148>	"UMLS:C0023951"
<http://purl.obolibrary.org/obo/UBERON_0002148>	"MBA:147"
<http://purl.obolibrary.org/obo/UBERON_0002148>	"MESH:D008125"
<http://purl.obolibrary.org/obo/UBERON_0002148>	"NCIT:C97333"
<http://purl.obolibrary.org/obo/UBERON_0002148>	"DMBA:16972"
<http://purl.obolibrary.org/obo/UBERON_0002148>	<http://linkedlifedata.com/resource/umls/id/C0023951>
<http://purl.obolibrary.org/obo/UBERON_0002148>	<http://en.wikipedia.org/wiki/Locus_ceruleus>
<http://purl.obolibrary.org/obo/UBERON_0002148>	<http://www.snomedbrowser.com/Codes/Details/369016004>
<http://purl.obolibrary.org/obo/UBERON_0002148>	"BM:Pons-LC"
<http://purl.obolibrary.org/obo/UBERON_0002148>	"EFO:0001963"
<http://purl.obolibrary.org/obo/UBERON_0002148>	"EMAPA:35502"
<http://purl.obolibrary.org/obo/UBERON_0002148>	"HBA:9148"
<http://purl.obolibrary.org/obo/UBERON_0002148>	"GAID:577"
<http://purl.obolibrary.org/obo/UBERON_0002148>	"DHBA:12819"
<http://purl.obolibrary.org/obo/UBERON_0002148>	"MA:0001017"
<http://purl.obolibrary.org/obo/UBERON_0002148>	"TAO:0000539"
<http://purl.obolibrary.org/obo/UBERON_0002148>	"BAMS:CAE"
<http://purl.obolibrary.org/obo/UBERON_0002148>	"neuronames:583"
<http://purl.obolibrary.org/obo/UBERON_0009870>	"EMAPA:35821"
<http://purl.obolibrary.org/obo/UBERON_0009870>	<http://en.wikipedia.org/wiki/Stomach#Sections>
<http://purl.obolibrary.org/obo/UBERON_0009870>	"MA:0002561"
<http://purl.obolibrary.org/obo/UBERON_0009870>	"FMA:14558"
<http://purl.obolibrary.org/obo/UBERON_0009870>	<http://www.snomedbrowser.com/Codes/Details/245415005>
<http://purl.obolibrary.org/obo/GO_0035735>	"Reactome:R-HSA-5620924.2"
<http://purl.obolibrary.org/obo/UBERON_0008856>	<http://www.snomedbrowser.com/Codes/Details/362132003>
<http://purl.obolibrary.org/obo/UBERON_0008856>	"FMA:14909"
<http://purl.obolibrary.org/obo/UBERON_0003438>	"MA:0001291"
<http://purl.obolibrary.org/obo/UBERON_0003438>	"EMAPA:35449"
<http://purl.obolibrary.org/obo/CL_0000031>	"BTO:0000930"
<http://purl.obolibrary.org/obo/CL_0000031>	"FMA:70563"
<http://purl.obolibrary.org/obo/UBERON_0015172>	<http://www.snomedbrowser.com/Codes/Details/254200009>
<http://purl.obolibrary.org/obo/UBERON_0000361>	<http://www.snomedbrowser.com/Codes/Details/328538003>
<http://purl.obolibrary.org/obo/UBERON_0000361>	"FMA:74595"
<http://purl.obolibrary.org/obo/UBERON_0000361>	<http://www.snomedbrowser.com/Codes/Details/75330005>
<http://purl.obolibrary.org/obo/UBERON_0000361>	"BTO:0001160"
<http://purl.obolibrary.org/obo/UBERON_0005419>	"VHOG:0001754"
<http://purl.obolibrary.org/obo/UBERON_0005419>	"TAO:0000141"
<http://purl.obolibrary.org/obo/UBERON_0005419>	"EFO:0003430"
<http://purl.obolibrary.org/obo/UBERON_0005419>	"ZFA:0000141"
<http://purl.obolibrary.org/obo/UBERON_0005419>	"VHOG_RETIRED:0001259"
<http://purl.obolibrary.org/obo/UBERON_0001612>	"UMLS:C0226109"
<http://purl.obolibrary.org/obo/UBERON_0001612>	"MA:0001950"
<http://purl.obolibrary.org/obo/UBERON_0001612>	<http://www.snomedbrowser.com/Codes/Details/181328007>
<http://purl.obolibrary.org/obo/UBERON_0001612>	"NCIT:C32578"
<http://purl.obolibrary.org/obo/UBERON_0001612>	"FMA:49549"
<http://purl.obolibrary.org/obo/UBERON_0001612>	<http://linkedlifedata.com/resource/umls/id/C0226109>
<http://purl.obolibrary.org/obo/UBERON_0001612>	"EMAPA:19213"
<http://purl.obolibrary.org/obo/UBERON_0001612>	<http://en.wikipedia.org/wiki/Facial_artery>
<http://purl.obolibrary.org/obo/UBERON_0036294>	"NCIT:C12226"
<http://purl.obolibrary.org/obo/UBERON_0011094>	"VHOG:0000584"
<http://purl.obolibrary.org/obo/UBERON_0011094>	"EMAPA:32669"
<http://purl.obolibrary.org/obo/UBERON_0006304>	"RETIRED_EHDAA2:0002089"
<http://purl.obolibrary.org/obo/UBERON_0006304>	"EHDAA:924"
<http://purl.obolibrary.org/obo/UBERON_0006304>	"EMAPA:16663"
<http://purl.obolibrary.org/obo/CL_0000553>	"BTO:0001164"
<http://purl.obolibrary.org/obo/CL_0000553>	"CALOHA:TS-0610"
<http://purl.obolibrary.org/obo/CL_0000553>	"MESH:D055016"
<http://purl.obolibrary.org/obo/CL_0000553>	"FMA:84235"
<http://purl.obolibrary.org/obo/NCBITaxon_124129>	"GC_ID:1"
<http://purl.obolibrary.org/obo/NCBITaxon_7762>	"GC_ID:1"
<http://purl.obolibrary.org/obo/GO_0005355>	"Reactome:R-HSA-5653873"
<http://purl.obolibrary.org/obo/GO_0005355>	"Reactome:R-HSA-499981"
<http://purl.obolibrary.org/obo/CL_1000279>	"FMA:15653"
<http://purl.obolibrary.org/obo/UBERON_0001902>	"FMA:62017"
<http://purl.obolibrary.org/obo/UBERON_0001902>	<http://www.snomedbrowser.com/Codes/Details/45480009>
<http://purl.obolibrary.org/obo/UBERON_0001902>	"MA:0001553"
<http://purl.obolibrary.org/obo/UBERON_0001902>	"EMAPA:35778"
<http://purl.obolibrary.org/obo/UBERON_0001902>	"BTO:0001258"
<http://purl.obolibrary.org/obo/UBERON_0001902>	"CALOHA:TS-2104"
<http://purl.obolibrary.org/obo/UBERON_0001902>	"TAO:0005127"
<http://purl.obolibrary.org/obo/UBERON_0001902>	"ZFA:0005127"
<http://purl.obolibrary.org/obo/UBERON_0010252>	"EHDAA2:0000037"
<http://purl.obolibrary.org/obo/UBERON_0001277>	"ZFA:0005124"
<http://purl.obolibrary.org/obo/UBERON_0001277>	"TAO:0005124"
<http://purl.obolibrary.org/obo/UBERON_0001277>	"FMA:17229"
<http://purl.obolibrary.org/obo/UBERON_0001277>	"UMLS:C0226890"
<http://purl.obolibrary.org/obo/UBERON_0001277>	<http://en.wikipedia.org/wiki/Intestinal_epithelium>
<http://purl.obolibrary.org/obo/UBERON_0001277>	"MA:0001536"
<http://purl.obolibrary.org/obo/UBERON_0001277>	"BTO:0000781"
<http://purl.obolibrary.org/obo/UBERON_0001277>	<http://www.snomedbrowser.com/Codes/Details/266135004>
<http://purl.obolibrary.org/obo/UBERON_0001277>	<http://linkedlifedata.com/resource/umls/id/C0226890>
<http://purl.obolibrary.org/obo/UBERON_0001277>	"EMAPA:32873"
<http://purl.obolibrary.org/obo/UBERON_0001277>	"NCIT:C49240"
<http://purl.obolibrary.org/obo/UBERON_0012193>	"EMAPA:37180"
<http://purl.obolibrary.org/obo/UBERON_0012193>	"UMLS:C1709532"
<http://purl.obolibrary.org/obo/UBERON_0012193>	<http://linkedlifedata.com/resource/umls/id/C1709532>
<http://purl.obolibrary.org/obo/UBERON_0012193>	"NCIT:C53062"
<http://purl.obolibrary.org/obo/UBERON_0012193>	"MA:0002194"
<http://purl.obolibrary.org/obo/UBERON_0001042>	"TAO:0000056"
<http://purl.obolibrary.org/obo/UBERON_0001042>	"MESH:D010614"
<http://purl.obolibrary.org/obo/UBERON_0001042>	<http://linkedlifedata.com/resource/umls/id/C0031354>
<http://purl.obolibrary.org/obo/UBERON_0001042>	"UMLS:C0031354"
<http://purl.obolibrary.org/obo/UBERON_0001042>	"NCIT:C12425"
<http://purl.obolibrary.org/obo/UBERON_0001042>	"BTO:0001049"
<http://purl.obolibrary.org/obo/UBERON_0001042>	"VHOG:0000462"
<http://purl.obolibrary.org/obo/UBERON_0001042>	"MA:0000432"
<http://purl.obolibrary.org/obo/UBERON_0001042>	"galen:Pharynx"
<http://purl.obolibrary.org/obo/UBERON_0001042>	"AAO:0000967"
<http://purl.obolibrary.org/obo/UBERON_0001042>	"EMAPA:16706"
<http://purl.obolibrary.org/obo/UBERON_0001042>	"ZFA:0000056"
<http://purl.obolibrary.org/obo/UBERON_0001042>	"EHDAA:2947"
<http://purl.obolibrary.org/obo/UBERON_0001042>	"GAID:155"
<http://purl.obolibrary.org/obo/UBERON_0001042>	"EFO:0000836"
<http://purl.obolibrary.org/obo/UBERON_0001042>	"FMA:46688"
<http://purl.obolibrary.org/obo/UBERON_0001042>	<http://www.snomedbrowser.com/Codes/Details/181211006>
<http://purl.obolibrary.org/obo/UBERON_0001042>	<http://en.wikipedia.org/wiki/Pharynx>
<http://purl.obolibrary.org/obo/UBERON_0001042>	"EV:0100065"
<http://purl.obolibrary.org/obo/UBERON_0001042>	"EHDAA2:0001458"
<http://purl.obolibrary.org/obo/UBERON_0001042>	"CALOHA:TS-0785"
<http://purl.obolibrary.org/obo/UBERON_0001042>	"XAO:0003227"
<http://purl.obolibrary.org/obo/UBERON_0003117>	"EHDAA2:0004075"
<http://purl.obolibrary.org/obo/UBERON_0003117>	"AAO:0010368"
<http://purl.obolibrary.org/obo/UBERON_0003117>	"EMAPA:32766"
<http://purl.obolibrary.org/obo/UBERON_0003117>	<http://www.snomedbrowser.com/Codes/Details/308772004>
<http://purl.obolibrary.org/obo/UBERON_0003117>	"XAO:0000453"
<http://purl.obolibrary.org/obo/UBERON_0003117>	"ZFA:0001609"
<http://purl.obolibrary.org/obo/UBERON_0003117>	"FMA:293047"
<http://purl.obolibrary.org/obo/UBERON_0003117>	"TAO:0001601"
<http://purl.obolibrary.org/obo/UBERON_0003117>	"VHOG:0001205"
<http://purl.obolibrary.org/obo/CL_0002663>	"FMA:83389"
<http://purl.obolibrary.org/obo/UBERON_0002090>	"VSAO:0000093"
<http://purl.obolibrary.org/obo/UBERON_0002090>	"ZFA:0000317"
<http://purl.obolibrary.org/obo/UBERON_0002090>	"MIAA:0000148"
<http://purl.obolibrary.org/obo/UBERON_0002090>	"XAO:0003073"
<http://purl.obolibrary.org/obo/UBERON_0002090>	"MA:0002986"
<http://purl.obolibrary.org/obo/UBERON_0002090>	"EMAPA:37721"
<http://purl.obolibrary.org/obo/UBERON_0002090>	"EFO:0000942"
<http://purl.obolibrary.org/obo/UBERON_0002090>	"TAO:0000317"
<http://purl.obolibrary.org/obo/UBERON_0002090>	"EMAPA:17214"
<http://purl.obolibrary.org/obo/UBERON_0002090>	"MAT:0000148"
<http://purl.obolibrary.org/obo/UBERON_0002090>	"VHOG:0000317"
<http://purl.obolibrary.org/obo/UBERON_0002090>	"EHDAA:5049"
<http://purl.obolibrary.org/obo/UBERON_0002090>	"FMA:71221"
<http://purl.obolibrary.org/obo/UBERON_0002090>	"EHDAA2:0000161"
<http://purl.obolibrary.org/obo/UBERON_0002090>	"AAO:0000034"
<http://purl.obolibrary.org/obo/UBERON_0008780>	"EHDAA2:0000444"
<http://purl.obolibrary.org/obo/UBERON_0008780>	"UMLS:C1516906"
<http://purl.obolibrary.org/obo/UBERON_0008780>	"EMAPA:16050"
<http://purl.obolibrary.org/obo/UBERON_0008780>	"EHDAA:75"
<http://purl.obolibrary.org/obo/UBERON_0008780>	"EHDAA:42"
<http://purl.obolibrary.org/obo/UBERON_0008780>	<http://linkedlifedata.com/resource/umls/id/C1516906>
<http://purl.obolibrary.org/obo/UBERON_0008780>	"NCIT:C34164"
<http://purl.obolibrary.org/obo/GO_0014896>	"Wikipedia:Muscle_hypertrophy"
<http://purl.obolibrary.org/obo/UBERON_0007391>	"TAO:0001459"
<http://purl.obolibrary.org/obo/UBERON_0007391>	"ZFA:0001459"
<http://purl.obolibrary.org/obo/UBERON_0003323>	"VHOG:0001099"
<http://purl.obolibrary.org/obo/UBERON_0003323>	"EMAPA:17929"
<http://purl.obolibrary.org/obo/UBERON_0003323>	"EHDAA2:0002124"
<http://purl.obolibrary.org/obo/UBERON_0003323>	"EHDAA:8031"
<http://purl.obolibrary.org/obo/UBERON_0009204>	"EHDAA2:0001077"
<http://purl.obolibrary.org/obo/UBERON_0009204>	"FMA:312659"
<http://purl.obolibrary.org/obo/UBERON_0009204>	"EMAPA:16810"
<http://purl.obolibrary.org/obo/UBERON_0000912>	"GAID:1164"
<http://purl.obolibrary.org/obo/UBERON_0000912>	"galen:Mucus"
<http://purl.obolibrary.org/obo/UBERON_0000912>	"ENVO:02000040"
<http://purl.obolibrary.org/obo/UBERON_0000912>	"MESH:D009093"
<http://purl.obolibrary.org/obo/UBERON_0000912>	"UMLS:C0026727"
<http://purl.obolibrary.org/obo/UBERON_0000912>	<http://en.wikipedia.org/wiki/Mucus>
<http://purl.obolibrary.org/obo/UBERON_0000912>	<http://linkedlifedata.com/resource/umls/id/C0026727>
<http://purl.obolibrary.org/obo/UBERON_0000912>	"NCIT:C13259"
<http://purl.obolibrary.org/obo/UBERON_0000912>	"CALOHA:TS-2144"
<http://purl.obolibrary.org/obo/UBERON_0000912>	"FMA:66938"
<http://purl.obolibrary.org/obo/UBERON_0022361>	<http://www.snomedbrowser.com/Codes/Details/34922002>
<http://purl.obolibrary.org/obo/UBERON_0001138>	"FMA:14332"
<http://purl.obolibrary.org/obo/UBERON_0001138>	"EMAPA:18643"
<http://purl.obolibrary.org/obo/UBERON_0001138>	"BTO:0002783"
<http://purl.obolibrary.org/obo/UBERON_0001138>	"NCIT:C33687"
<http://purl.obolibrary.org/obo/UBERON_0001138>	"EHDAA:5414"
<http://purl.obolibrary.org/obo/UBERON_0001138>	"EHDAA2:0001951"
