?cls	?pred	?val	?synType
<http://purl.obolibrary.org/obo/CHEBI_33352>	<http://www.w3.org/2000/01/rdf-schema#label>	"manganese group element atom"	
<http://purl.obolibrary.org/obo/CHEBI_49475>	<http://www.w3.org/2000/01/rdf-schema#label>	"argon atom"	
<http://purl.obolibrary.org/obo/CHEBI_30687>	<http://www.w3.org/2000/01/rdf-schema#label>	"osmium atom"	
<http://purl.obolibrary.org/obo/CHEBI_5631>	<http://www.w3.org/2000/01/rdf-schema#label>	"heavy metal"	
<http://purl.obolibrary.org/obo/CHEBI_33325>	<http://www.w3.org/2000/01/rdf-schema#label>	"radium atom"	
<http://purl.obolibrary.org/obo/CHEBI_33373>	<http://www.w3.org/2000/01/rdf-schema#label>	"promethium atom"	
<http://purl.obolibrary.org/obo/CHEBI_33368>	<http://www.w3.org/2000/01/rdf-schema#label>	"roentgenium atom"	
<http://purl.obolibrary.org/obo/CHEBI_52457>	<http://www.w3.org/2000/01/rdf-schema#label>	"selenium-77 atom"	
<http://purl.obolibrary.org/obo/CHEBI_30219>	<http://www.w3.org/2000/01/rdf-schema#label>	"helium-4 atom"	
<http://purl.obolibrary.org/obo/CHEBI_37975>	<http://www.w3.org/2000/01/rdf-schema#label>	"silicon-28 atom"	
<http://purl.obolibrary.org/obo/CHEBI_37359>	<http://www.w3.org/2000/01/rdf-schema#label>	"polonium-199 atom"	
<http://purl.obolibrary.org/obo/CHEBI_37344>	<http://www.w3.org/2000/01/rdf-schema#label>	"polonium-214 atom"	
<http://purl.obolibrary.org/obo/CHEBI_33396>	<http://www.w3.org/2000/01/rdf-schema#label>	"nobelium"	
<http://purl.obolibrary.org/obo/CHEBI_37970>	<http://www.w3.org/2000/01/rdf-schema#label>	"aluminium-28 atom"	
<http://purl.obolibrary.org/obo/CHEBI_37354>	<http://www.w3.org/2000/01/rdf-schema#label>	"polonium-194 atom"	
<http://purl.obolibrary.org/obo/CHEBI_33818>	<http://www.w3.org/2000/01/rdf-schema#label>	"oxygen-16 atom"	
<http://purl.obolibrary.org/obo/CHEBI_33320>	<http://www.w3.org/2000/01/rdf-schema#label>	"actinoid atom"	
<http://purl.obolibrary.org/obo/CHEBI_22977>	<http://www.w3.org/2000/01/rdf-schema#label>	"cadmium atom"	
<http://purl.obolibrary.org/obo/CHEBI_28694>	<http://www.w3.org/2000/01/rdf-schema#label>	"copper atom"	
<http://purl.obolibrary.org/obo/CHEBI_29238>	<http://www.w3.org/2000/01/rdf-schema#label>	"tritium atom"	
<http://purl.obolibrary.org/obo/CHEBI_33380>	<http://www.w3.org/2000/01/rdf-schema#label>	"thulium atom"	
<http://purl.obolibrary.org/obo/CHEBI_37004>	<http://www.w3.org/2000/01/rdf-schema#label>	"helium-8 atom"	
<http://purl.obolibrary.org/obo/CHEBI_33343>	<http://www.w3.org/2000/01/rdf-schema#label>	"hafnium atom"	
<http://purl.obolibrary.org/obo/CHEBI_52460>	<http://www.w3.org/2000/01/rdf-schema#label>	"niobium-93 atom"	
<http://purl.obolibrary.org/obo/CHEBI_176583>	<http://www.w3.org/2000/01/rdf-schema#label>	"manganese-55 atom"	
<http://purl.obolibrary.org/obo/CHEBI_176578>	<http://www.w3.org/2000/01/rdf-schema#label>	"cobalt-59 atom"	
<http://purl.obolibrary.org/obo/CHEBI_33367>	<http://www.w3.org/2000/01/rdf-schema#label>	"darmstadtium"	
<http://purl.obolibrary.org/obo/CHEBI_33379>	<http://www.w3.org/2000/01/rdf-schema#label>	"erbium"	
<http://purl.obolibrary.org/obo/CHEBI_30218>	<http://www.w3.org/2000/01/rdf-schema#label>	"helium-3 atom"	
<http://purl.obolibrary.org/obo/CHEBI_30682>	<http://www.w3.org/2000/01/rdf-schema#label>	"ruthenium atom"	
<http://purl.obolibrary.org/obo/CHEBI_52624>	<http://www.w3.org/2000/01/rdf-schema#label>	"antimony-121 atom"	
<http://purl.obolibrary.org/obo/CHEBI_33349>	<http://www.w3.org/2000/01/rdf-schema#label>	"dubnium atom"	
<http://purl.obolibrary.org/obo/CHEBI_37971>	<http://www.w3.org/2000/01/rdf-schema#label>	"phosphorus-31 atom"	
<http://purl.obolibrary.org/obo/CHEBI_37355>	<http://www.w3.org/2000/01/rdf-schema#label>	"polonium-195 atom"	
<http://purl.obolibrary.org/obo/CHEBI_36939>	<http://www.w3.org/2000/01/rdf-schema#label>	"fluorine-18 atom"	
<http://purl.obolibrary.org/obo/CHEBI_33331>	<http://www.w3.org/2000/01/rdf-schema#label>	"yttrium atom"	
<http://purl.obolibrary.org/obo/CHEBI_27214>	<http://www.w3.org/2000/01/rdf-schema#label>	"uranium atom"	
<http://purl.obolibrary.org/obo/CHEBI_37802>	<http://www.w3.org/2000/01/rdf-schema#label>	"thallium-203"	
<http://purl.obolibrary.org/obo/CHEBI_37350>	<http://www.w3.org/2000/01/rdf-schema#label>	"polonium-190 atom"	
<http://purl.obolibrary.org/obo/CHEBI_36936>	<http://www.w3.org/2000/01/rdf-schema#label>	"nitrogen-16 atom"	
<http://purl.obolibrary.org/obo/CHEBI_33391>	<http://www.w3.org/2000/01/rdf-schema#label>	"berkelium atom"	
<http://purl.obolibrary.org/obo/CHEBI_33301>	<http://www.w3.org/2000/01/rdf-schema#label>	"bismuth atom"	
<http://purl.obolibrary.org/obo/CHEBI_33344>	<http://www.w3.org/2000/01/rdf-schema#label>	"niobium atom"	
<http://purl.obolibrary.org/obo/CHEBI_77014>	<http://www.w3.org/2000/01/rdf-schema#label>	"boron-10 atom"	
<http://purl.obolibrary.org/obo/CHEBI_194537>	<http://www.w3.org/2000/01/rdf-schema#label>	"livermorium atom"	
<http://purl.obolibrary.org/obo/CHEBI_37369>	<http://www.w3.org/2000/01/rdf-schema#label>	"polonium-209 atom"	
<http://purl.obolibrary.org/obo/CHEBI_52233>	<http://www.w3.org/2000/01/rdf-schema#label>	"tin-116 atom"	
<http://purl.obolibrary.org/obo/CHEBI_23116>	<http://www.w3.org/2000/01/rdf-schema#label>	"chlorine atom"	
<http://purl.obolibrary.org/obo/CHEBI_28984>	<http://www.w3.org/2000/01/rdf-schema#label>	"aluminium atom"	
<http://purl.obolibrary.org/obo/CHEBI_49882>	<http://www.w3.org/2000/01/rdf-schema#label>	"rhenium atom"	
<http://purl.obolibrary.org/obo/CHEBI_32594>	<http://www.w3.org/2000/01/rdf-schema#label>	"barium atom"	
<http://purl.obolibrary.org/obo/CHEBI_27007>	<http://www.w3.org/2000/01/rdf-schema#label>	"tin atom"	
<http://purl.obolibrary.org/obo/CHEBI_36927>	<http://www.w3.org/2000/01/rdf-schema#label>	"carbon-14 atom"	
<http://purl.obolibrary.org/obo/CHEBI_33317>	<http://www.w3.org/2000/01/rdf-schema#label>	"boron group element atom"	
<http://purl.obolibrary.org/obo/CHEBI_52620>	<http://www.w3.org/2000/01/rdf-schema#label>	"cadmium-113"	
<http://purl.obolibrary.org/obo/CHEBI_176573>	<http://www.w3.org/2000/01/rdf-schema#label>	"selenium-82 atom"	
<http://purl.obolibrary.org/obo/CHEBI_52451>	<http://www.w3.org/2000/01/rdf-schema#label>	"boron-11 atom"	
<http://purl.obolibrary.org/obo/CHEBI_37977>	<http://www.w3.org/2000/01/rdf-schema#label>	"silicon-31 atom"	
<http://purl.obolibrary.org/obo/CHEBI_30440>	<http://www.w3.org/2000/01/rdf-schema#label>	"thallium"	
<http://purl.obolibrary.org/obo/CHEBI_27560>	<http://www.w3.org/2000/01/rdf-schema#label>	"boron atom"	
<http://purl.obolibrary.org/obo/CHEBI_33330>	<http://www.w3.org/2000/01/rdf-schema#label>	"scandium atom"	
<http://purl.obolibrary.org/obo/CHEBI_37803>	<http://www.w3.org/2000/01/rdf-schema#label>	"thallium-205"	
<http://purl.obolibrary.org/obo/CHEBI_37346>	<http://www.w3.org/2000/01/rdf-schema#label>	"polonium-216 atom"	
<http://purl.obolibrary.org/obo/CHEBI_30145>	<http://www.w3.org/2000/01/rdf-schema#label>	"lithium atom"	
<http://purl.obolibrary.org/obo/CHEBI_36935>	<http://www.w3.org/2000/01/rdf-schema#label>	"nitrogen-13 atom"	
<http://purl.obolibrary.org/obo/CHEBI_52619>	<http://www.w3.org/2000/01/rdf-schema#label>	"cadmium-111"	
<http://purl.obolibrary.org/obo/CHEBI_22984>	<http://www.w3.org/2000/01/rdf-schema#label>	"calcium atom"	
<http://purl.obolibrary.org/obo/CHEBI_176566>	<http://www.w3.org/2000/01/rdf-schema#label>	"calcium-43 atom"	
<http://purl.obolibrary.org/obo/CHEBI_33355>	<http://www.w3.org/2000/01/rdf-schema#label>	"bohrium atom"	
<http://purl.obolibrary.org/obo/CHEBI_33382>	<http://www.w3.org/2000/01/rdf-schema#label>	"lutetium atom"	
<http://purl.obolibrary.org/obo/CHEBI_52232>	<http://www.w3.org/2000/01/rdf-schema#label>	"tin-118 atom"	
<http://purl.obolibrary.org/obo/CHEBI_33350>	<http://www.w3.org/2000/01/rdf-schema#label>	"chromium group element atom"	
<http://purl.obolibrary.org/obo/CHEBI_155827>	<http://www.w3.org/2000/01/rdf-schema#label>	"argon-39 atom"	
<http://purl.obolibrary.org/obo/CHEBI_37980>	<http://www.w3.org/2000/01/rdf-schema#label>	"sulfur-33 atom"	
<http://purl.obolibrary.org/obo/CHEBI_37364>	<http://www.w3.org/2000/01/rdf-schema#label>	"polonium-204 atom"	
<http://purl.obolibrary.org/obo/CHEBI_36940>	<http://www.w3.org/2000/01/rdf-schema#label>	"fluorine-19 atom"	
<http://purl.obolibrary.org/obo/CHEBI_33374>	<http://www.w3.org/2000/01/rdf-schema#label>	"samarium atom"	
<http://purl.obolibrary.org/obo/CHEBI_33369>	<http://www.w3.org/2000/01/rdf-schema#label>	"cerium"	
<http://purl.obolibrary.org/obo/CHEBI_88184>	<http://www.w3.org/2000/01/rdf-schema#label>	"metal allergen"	
<http://purl.obolibrary.org/obo/CHEBI_176572>	<http://www.w3.org/2000/01/rdf-schema#label>	"rubidium-85 atom"	
<http://purl.obolibrary.org/obo/CHEBI_30512>	<http://www.w3.org/2000/01/rdf-schema#label>	"silver atom"	
<http://purl.obolibrary.org/obo/CHEBI_37976>	<http://www.w3.org/2000/01/rdf-schema#label>	"silicon-30 atom"	
<http://purl.obolibrary.org/obo/CHEBI_176584>	<http://www.w3.org/2000/01/rdf-schema#label>	"arsenic-75 atom"	
<http://purl.obolibrary.org/obo/CHEBI_52631>	<http://www.w3.org/2000/01/rdf-schema#label>	"iodine-127 atom"	
<http://purl.obolibrary.org/obo/CHEBI_52626>	<http://www.w3.org/2000/01/rdf-schema#label>	"antimony-123 atom"	
<http://purl.obolibrary.org/obo/CHEBI_22927>	<http://www.w3.org/2000/01/rdf-schema#label>	"bromine atom"	
<http://purl.obolibrary.org/obo/CHEBI_37345>	<http://www.w3.org/2000/01/rdf-schema#label>	"polonium-215 atom"	
<http://purl.obolibrary.org/obo/CHEBI_37357>	<http://www.w3.org/2000/01/rdf-schema#label>	"polonium-197 atom"	
<http://purl.obolibrary.org/obo/CHEBI_33819>	<http://www.w3.org/2000/01/rdf-schema#label>	"oxygen-17 atom"	
<http://purl.obolibrary.org/obo/CHEBI_33321>	<http://www.w3.org/2000/01/rdf-schema#label>	"rare earth metal atom"	
<http://purl.obolibrary.org/obo/CHEBI_27698>	<http://www.w3.org/2000/01/rdf-schema#label>	"vanadium atom"	
<http://purl.obolibrary.org/obo/CHEBI_28073>	<http://www.w3.org/2000/01/rdf-schema#label>	"chromium atom"	
<http://purl.obolibrary.org/obo/CHEBI_49957>	<http://www.w3.org/2000/01/rdf-schema#label>	"xenon atom"	
<http://purl.obolibrary.org/obo/CHEBI_33562>	<http://www.w3.org/2000/01/rdf-schema#label>	"f-block element atom"	
<http://purl.obolibrary.org/obo/CHEBI_33335>	<http://www.w3.org/2000/01/rdf-schema#label>	"scandium group element atom"	
<http://purl.obolibrary.org/obo/CHEBI_33381>	<http://www.w3.org/2000/01/rdf-schema#label>	"ytterbium"	
<http://purl.obolibrary.org/obo/CHEBI_33393>	<http://www.w3.org/2000/01/rdf-schema#label>	"einsteinium atom"	
<http://purl.obolibrary.org/obo/CHEBI_36930>	<http://www.w3.org/2000/01/rdf-schema#label>	"carbon-10 atom"	
<http://purl.obolibrary.org/obo/CHEBI_33346>	<http://www.w3.org/2000/01/rdf-schema#label>	"rutherfordium atom"	
<http://purl.obolibrary.org/obo/CHEBI_27998>	<http://www.w3.org/2000/01/rdf-schema#label>	"tungsten"	
<http://purl.obolibrary.org/obo/CHEBI_28112>	<http://www.w3.org/2000/01/rdf-schema#label>	"nickel atom"	
<http://purl.obolibrary.org/obo/CHEBI_33359>	<http://www.w3.org/2000/01/rdf-schema#label>	"rhodium atom"	
<http://purl.obolibrary.org/obo/CHEBI_194531>	<http://www.w3.org/2000/01/rdf-schema#label>	"flerovium atom"	
<http://purl.obolibrary.org/obo/CHEBI_37363>	<http://www.w3.org/2000/01/rdf-schema#label>	"polonium-203 atom"	
<http://purl.obolibrary.org/obo/CHEBI_37360>	<http://www.w3.org/2000/01/rdf-schema#label>	"polonium-200 atom"	
<http://purl.obolibrary.org/obo/CHEBI_36929>	<http://www.w3.org/2000/01/rdf-schema#label>	"carbon-11 atom"	
<http://purl.obolibrary.org/obo/CHEBI_52637>	<http://www.w3.org/2000/01/rdf-schema#label>	"europium-151 atom"	
<http://purl.obolibrary.org/obo/CHEBI_82623>	<http://www.w3.org/2000/01/rdf-schema#label>	"zinc-65 atom"	
<http://purl.obolibrary.org/obo/CHEBI_52763>	<http://www.w3.org/2000/01/rdf-schema#label>	"magnesium-25 atom"	
<http://purl.obolibrary.org/obo/CHEBI_52758>	<http://www.w3.org/2000/01/rdf-schema#label>	"germanium-73 atom"	
<http://purl.obolibrary.org/obo/CHEBI_52622>	<http://www.w3.org/2000/01/rdf-schema#label>	"yttrium-89 atom"	
<http://purl.obolibrary.org/obo/CHEBI_37972>	<http://www.w3.org/2000/01/rdf-schema#label>	"phosphorus-32 atom"	
<http://purl.obolibrary.org/obo/CHEBI_30415>	<http://www.w3.org/2000/01/rdf-schema#label>	"astatine atom"	
<http://purl.obolibrary.org/obo/CHEBI_37356>	<http://www.w3.org/2000/01/rdf-schema#label>	"polonium-196 atom"	
<http://purl.obolibrary.org/obo/CHEBI_33364>	<http://www.w3.org/2000/01/rdf-schema#label>	"platinum"	
<http://purl.obolibrary.org/obo/CHEBI_22313>	<http://www.w3.org/2000/01/rdf-schema#label>	"alkaline earth metal atom"	
<http://purl.obolibrary.org/obo/CHEBI_27638>	<http://www.w3.org/2000/01/rdf-schema#label>	"cobalt atom"	
<http://purl.obolibrary.org/obo/CHEBI_52453>	<http://www.w3.org/2000/01/rdf-schema#label>	"xenon-129 atom"	
<http://purl.obolibrary.org/obo/CHEBI_33322>	<http://www.w3.org/2000/01/rdf-schema#label>	"rubidium atom"	
<http://purl.obolibrary.org/obo/CHEBI_37805>	<http://www.w3.org/2000/01/rdf-schema#label>	"thallium-199"	
<http://purl.obolibrary.org/obo/CHEBI_37340>	<http://www.w3.org/2000/01/rdf-schema#label>	"polonium-210 atom"	
<http://purl.obolibrary.org/obo/CHEBI_33392>	<http://www.w3.org/2000/01/rdf-schema#label>	"californium atom"	
<http://purl.obolibrary.org/obo/CHEBI_33387>	<http://www.w3.org/2000/01/rdf-schema#label>	"neptunium atom"	
<http://purl.obolibrary.org/obo/CHEBI_33345>	<http://www.w3.org/2000/01/rdf-schema#label>	"titanium group element atom"	
<http://purl.obolibrary.org/obo/CHEBI_33357>	<http://www.w3.org/2000/01/rdf-schema#label>	"hassium atom"	
<http://purl.obolibrary.org/obo/CHEBI_52234>	<http://www.w3.org/2000/01/rdf-schema#label>	"tin-117 atom"	
<http://purl.obolibrary.org/obo/CHEBI_37985>	<http://www.w3.org/2000/01/rdf-schema#label>	"sulfur-38 atom"	
<http://purl.obolibrary.org/obo/CHEBI_29287>	<http://www.w3.org/2000/01/rdf-schema#label>	"gold atom"	
<http://purl.obolibrary.org/obo/CHEBI_52636>	<http://www.w3.org/2000/01/rdf-schema#label>	"iodine-129 atom"	
<http://purl.obolibrary.org/obo/CHEBI_36928>	<http://www.w3.org/2000/01/rdf-schema#label>	"carbon-13 atom"	
<http://purl.obolibrary.org/obo/CHEBI_25016>	<http://www.w3.org/2000/01/rdf-schema#label>	"lead atom"	
<http://purl.obolibrary.org/obo/CHEBI_52633>	<http://www.w3.org/2000/01/rdf-schema#label>	"molybdenum-95"	
<http://purl.obolibrary.org/obo/CHEBI_52621>	<http://www.w3.org/2000/01/rdf-schema#label>	"lithium-6 atom"	
<http://purl.obolibrary.org/obo/CHEBI_52452>	<http://www.w3.org/2000/01/rdf-schema#label>	"tellurium-125 atom"	
<http://purl.obolibrary.org/obo/CHEBI_37978>	<http://www.w3.org/2000/01/rdf-schema#label>	"silicon-32 atom"	
<http://purl.obolibrary.org/obo/CHEBI_37968>	<http://www.w3.org/2000/01/rdf-schema#label>	"aluminium-27 atom"	
<http://purl.obolibrary.org/obo/CHEBI_176574>	<http://www.w3.org/2000/01/rdf-schema#label>	"zinc-66 atom"	
<http://purl.obolibrary.org/obo/CHEBI_33363>	<http://www.w3.org/2000/01/rdf-schema#label>	"palladium"	
<http://purl.obolibrary.org/obo/CHEBI_33375>	<http://www.w3.org/2000/01/rdf-schema#label>	"gadolinium atom"	
<http://purl.obolibrary.org/obo/CHEBI_30441>	<http://www.w3.org/2000/01/rdf-schema#label>	"germanium atom"	
<http://purl.obolibrary.org/obo/CHEBI_49696>	<http://www.w3.org/2000/01/rdf-schema#label>	"krypton atom"	
<http://purl.obolibrary.org/obo/CHEBI_37804>	<http://www.w3.org/2000/01/rdf-schema#label>	"thallium-201"	
<http://purl.obolibrary.org/obo/CHEBI_33388>	<http://www.w3.org/2000/01/rdf-schema#label>	"plutonium atom"	
<http://purl.obolibrary.org/obo/CHEBI_37351>	<http://www.w3.org/2000/01/rdf-schema#label>	"polonium-191 atom"	
<http://purl.obolibrary.org/obo/CHEBI_24473>	<http://www.w3.org/2000/01/rdf-schema#label>	"halogen"	
<http://purl.obolibrary.org/obo/CHEBI_52235>	<http://www.w3.org/2000/01/rdf-schema#label>	"tin-115 atom"	
<http://purl.obolibrary.org/obo/CHEBI_36932>	<http://www.w3.org/2000/01/rdf-schema#label>	"oxygen-15 atom"	
<http://purl.obolibrary.org/obo/CHEBI_33340>	<http://www.w3.org/2000/01/rdf-schema#label>	"zinc group element atom"	
<http://purl.obolibrary.org/obo/CHEBI_52230>	<http://www.w3.org/2000/01/rdf-schema#label>	"tin-119 atom"	
<http://purl.obolibrary.org/obo/CHEBI_37981>	<http://www.w3.org/2000/01/rdf-schema#label>	"sulfur-34 atom"	
<http://purl.obolibrary.org/obo/CHEBI_194533>	<http://www.w3.org/2000/01/rdf-schema#label>	"nihonium atom"	
<http://purl.obolibrary.org/obo/CHEBI_37365>	<http://www.w3.org/2000/01/rdf-schema#label>	"polonium-205 atom"	
<http://purl.obolibrary.org/obo/CHEBI_25195>	<http://www.w3.org/2000/01/rdf-schema#label>	"mercury atom"	
<http://purl.obolibrary.org/obo/CHEBI_176575>	<http://www.w3.org/2000/01/rdf-schema#label>	"nickel-60 atom"	
<http://purl.obolibrary.org/obo/CHEBI_30513>	<http://www.w3.org/2000/01/rdf-schema#label>	"antimony atom"	
<http://purl.obolibrary.org/obo/CHEBI_37979>	<http://www.w3.org/2000/01/rdf-schema#label>	"sulfur-32 atom"	
<http://purl.obolibrary.org/obo/CHEBI_52632>	<http://www.w3.org/2000/01/rdf-schema#label>	"potassium-39 atom"	
<http://purl.obolibrary.org/obo/CHEBI_52627>	<http://www.w3.org/2000/01/rdf-schema#label>	"lanthanum-139 atom"	
<http://purl.obolibrary.org/obo/CHEBI_30452>	<http://www.w3.org/2000/01/rdf-schema#label>	"tellurium atom"	
<http://purl.obolibrary.org/obo/CHEBI_137980>	<http://www.w3.org/2000/01/rdf-schema#label>	"metalloid atom"	
<http://purl.obolibrary.org/obo/CHEBI_52458>	<http://www.w3.org/2000/01/rdf-schema#label>	"lithium-7 atom"	
<http://purl.obolibrary.org/obo/CHEBI_33313>	<http://www.w3.org/2000/01/rdf-schema#label>	"polonium atom"	
<http://purl.obolibrary.org/obo/CHEBI_176570>	<http://www.w3.org/2000/01/rdf-schema#label>	"molybdenum-98 atom"	
<http://purl.obolibrary.org/obo/CHEBI_28685>	<http://www.w3.org/2000/01/rdf-schema#label>	"molybdenum atom"	
<http://purl.obolibrary.org/obo/CHEBI_33371>	<http://www.w3.org/2000/01/rdf-schema#label>	"technetium-99"	
<http://purl.obolibrary.org/obo/CHEBI_37358>	<http://www.w3.org/2000/01/rdf-schema#label>	"polonium-198 atom"	
<http://purl.obolibrary.org/obo/CHEBI_26216>	<http://www.w3.org/2000/01/rdf-schema#label>	"potassium atom"	
<http://purl.obolibrary.org/obo/CHEBI_194541>	<http://www.w3.org/2000/01/rdf-schema#label>	"oganesson atom"	
<http://purl.obolibrary.org/obo/CHEBI_33492>	<http://www.w3.org/2000/01/rdf-schema#label>	"radon-222 atom"	
<http://purl.obolibrary.org/obo/CHEBI_37973>	<http://www.w3.org/2000/01/rdf-schema#label>	"phosphorus-33 atom"	
<http://purl.obolibrary.org/obo/CHEBI_24859>	<http://www.w3.org/2000/01/rdf-schema#label>	"iodine atom"	
<http://purl.obolibrary.org/obo/CHEBI_33336>	<http://www.w3.org/2000/01/rdf-schema#label>	"lanthanum atom"	
<http://purl.obolibrary.org/obo/CHEBI_37342>	<http://www.w3.org/2000/01/rdf-schema#label>	"polonium-212 atom"	
<http://purl.obolibrary.org/obo/CHEBI_33394>	<http://www.w3.org/2000/01/rdf-schema#label>	"fermium"	
<http://purl.obolibrary.org/obo/CHEBI_49828>	<http://www.w3.org/2000/01/rdf-schema#label>	"praseodymium atom"	
<http://purl.obolibrary.org/obo/CHEBI_36931>	<http://www.w3.org/2000/01/rdf-schema#label>	"carbon-12 atom"	
<http://purl.obolibrary.org/obo/CHEBI_52231>	<http://www.w3.org/2000/01/rdf-schema#label>	"tin-120 atom"	
<http://purl.obolibrary.org/obo/CHEBI_37982>	<http://www.w3.org/2000/01/rdf-schema#label>	"sulfur-36 atom"	
<http://purl.obolibrary.org/obo/CHEBI_37366>	<http://www.w3.org/2000/01/rdf-schema#label>	"polonium-206 atom"	
<http://purl.obolibrary.org/obo/CHEBI_33351>	<http://www.w3.org/2000/01/rdf-schema#label>	"seaborgium atom"	
